date,value,trading_value,parking_value,return_pct,vix,regime
2023-08-15,390205.56,0,0,0.0,16.46,neutral
2023-08-16,390205.56,0,0,0.0,16.78,neutral
2023-08-17,390205.56,0,0,0.0,17.89,volatility
2023-08-18,390205.56,0,0,0.0,17.3,volatility
2023-08-21,390205.56,0,0,0.0,17.13,neutral
2023-08-22,390205.56,0,0,0.0,16.97,neutral
2023-08-23,390205.56,0,0,0.0,15.98,neutral
2023-08-24,390205.56,0,0,0.0,17.2,neutral
2023-08-25,390205.56,0,0,0.0,15.68,neutral
2023-08-28,390205.56,0,0,0.0,15.08,neutral
2023-08-29,390170.44,70237.0,0,-0.009,14.45,neutral
2023-08-30,393643.3,213660.74,0,0.8901,13.88,neutral
2023-08-31,404080.51,202021.69,0,2.6514,13.57,neutral
2023-09-01,403758.87,197932.88,0,-0.0796,13.09,neutral
2023-09-05,407025.53,183109.46,0,0.8091,14.01,neutral
2023-09-06,405740.97,174894.24,0,-0.3156,14.45,neutral
2023-09-07,407812.56,168537.84,0,0.5106,14.4,neutral
2023-09-08,407672.26,191599.53,0,-0.0344,13.84,neutral
2023-09-11,411958.06,251904.27,0,1.0513,13.8,neutral
2023-09-12,408088.88,207477.35,0,-0.9392,14.23,neutral
2023-09-13,406075.39,248487.31,0,-0.4934,13.48,neutral
2023-09-14,408134.21,242234.37,0,0.507,12.82,flow
2023-09-15,406573.01,240673.17,0,-0.3825,13.79,neutral
2023-09-18,402129.41,300163.12,0,-1.0929,14.0,neutral
2023-09-19,400514.71,0,0,-0.4015,14.11,neutral
2023-09-20,400514.71,0,0,0.0,15.14,neutral
2023-09-21,400514.71,0,0,0.0,17.54,volatility
2023-09-22,400514.71,0,0,0.0,17.2,neutral
2023-09-25,400514.71,0,0,0.0,16.9,neutral
2023-09-26,400514.71,0,0,0.0,18.94,volatility
2023-09-27,400514.71,0,0,0.0,18.22,volatility
2023-09-28,400514.71,0,0,0.0,17.34,neutral
2023-09-29,400514.71,0,0,0.0,17.52,neutral
2023-10-02,400514.71,0,0,0.0,17.61,volatility
2023-10-03,400514.71,0,0,0.0,19.78,volatility
2023-10-04,400514.71,0,0,0.0,18.58,volatility
2023-10-05,400514.71,0,0,0.0,18.49,volatility
2023-10-06,400514.71,0,0,0.0,17.45,neutral
2023-10-09,400514.71,0,0,0.0,17.7,neutral
2023-10-10,400514.71,0,0,0.0,17.03,neutral
2023-10-11,400514.71,0,0,0.0,16.09,neutral
2023-10-12,403452.2,183578.42,0,0.7334,16.69,neutral
2023-10-13,401686.32,0,0,-0.4377,19.32,volatility
2023-10-16,405755.1,212396.6,0,1.0129,17.21,neutral
2023-10-17,409491.68,144649.59,0,0.9209,17.88,neutral
2023-10-18,407494.37,103139.65,0,-0.4878,19.22,volatility
2023-10-19,405907.15,0,0,-0.3895,21.4,volatility
2023-10-20,405907.15,0,0,0.0,21.71,volatility
2023-10-23,405907.15,0,0,0.0,20.37,volatility
2023-10-24,405907.15,0,0,0.0,18.97,neutral
2023-10-25,405907.15,0,0,0.0,20.19,neutral
2023-10-26,405907.15,0,0,0.0,20.68,volatility
2023-10-27,405907.15,0,0,0.0,21.27,volatility
2023-10-30,405907.15,0,0,0.0,19.75,neutral
2023-10-31,405907.15,0,0,0.0,18.14,neutral
2023-11-01,405907.15,0,0,0.0,16.87,neutral
2023-11-02,405907.15,0,0,0.0,15.66,flow
2023-11-03,409316.38,85919.57,0,0.8399,14.91,flow
2023-11-06,410099.55,65957.0,0,0.1913,14.89,flow
2023-11-07,412395.45,85732.0,0,0.5598,14.81,flow
2023-11-08,415234.01,136708.42,0,0.6883,14.45,flow
2023-11-09,412399.63,123610.22,0,-0.6826,15.29,flow
2023-11-10,416042.1,53669.89,0,0.8832,14.17,flow
2023-11-13,417466.32,288259.23,0,0.3423,14.76,flow
2023-11-14,422112.33,169737.06,0,1.1129,14.16,flow
2023-11-15,426451.85,68572.23,0,1.028,14.18,flow
2023-11-16,425697.05,65477.6,0,-0.177,14.32,flow
2023-11-17,430128.81,264303.97,0,1.0411,13.8,flow
2023-11-20,437164.43,138351.0,0,1.6357,13.41,flow
2023-11-21,436939.73,250921.06,0,-0.0514,13.35,flow
2023-11-22,439968.2,282608.84,0,0.6931,12.85,flow
2023-11-24,444072.6,342694.28,0,0.9329,12.46,flow
2023-11-27,444043.86,307278.54,0,-0.0065,12.69,flow
2023-11-28,450612.39,280703.06,0,1.4793,12.69,flow
2023-11-29,456549.78,253222.16,0,1.3176,12.98,flow
2023-11-30,452875.52,274727.0,0,-0.8048,12.92,flow
2023-12-01,457901.47,268479.45,0,1.1098,12.63,flow
2023-12-04,460703.85,164324.14,0,0.612,13.08,neutral
2023-12-05,459387.58,275285.76,0,-0.2857,12.85,neutral
2023-12-06,463624.71,297988.25,0,0.9223,12.97,neutral
2023-12-07,467717.2,201101.28,0,0.8827,13.06,neutral
2023-12-08,471505.47,249081.45,0,0.81,12.35,neutral
2023-12-11,474957.17,296762.03,0,0.7321,12.63,neutral
2023-12-12,480339.23,292429.61,0,1.1332,12.07,neutral
2023-12-13,480246.87,266415.46,0,-0.0192,12.19,neutral
2023-12-14,480638.38,263719.37,0,0.0815,12.48,neutral
2023-12-15,482554.67,265635.66,0,0.3987,12.28,neutral
2023-12-18,484876.39,362445.44,0,0.4811,12.56,neutral
2023-12-19,491022.52,329695.17,0,1.2676,12.53,neutral
2023-12-20,472799.96,159305.71,0,-3.7111,13.67,neutral
2023-12-21,477162.18,293435.74,0,0.9226,13.65,neutral
2023-12-22,463527.29,299902.77,0,-2.8575,13.03,neutral
2023-12-26,465841.37,335526.58,0,0.4992,12.99,neutral
2023-12-27,469251.76,330945.04,0,0.7321,12.43,neutral
2023-12-28,474243.42,312964.66,0,1.0637,12.47,neutral
2023-12-29,460799.81,349029.75,0,-2.8347,12.45,neutral
2024-01-02,459577.17,290935.78,0,-0.2653,13.2,neutral
2024-01-03,452012.21,198437.23,0,-1.6461,14.04,neutral
2024-01-04,458473.38,112601.55,0,1.4294,14.13,neutral
2024-01-05,459734.32,43145.32,0,0.275,13.35,neutral
2024-01-08,463919.18,133376.35,0,0.9103,13.08,neutral
2024-01-09,468028.13,300605.04,0,0.8857,12.76,neutral
2024-01-10,462000.95,318482.97,0,-1.2878,12.69,neutral
2024-01-11,458174.51,279396.36,0,-0.8282,12.44,neutral
2024-01-12,463739.31,303100.17,0,1.2146,12.7,neutral
2024-01-16,454478.08,291225.53,0,-1.9971,13.84,neutral
2024-01-17,453004.6,233960.84,0,-0.3242,14.79,neutral
2024-01-18,457276.06,171891.3,0,0.9429,14.13,neutral
2024-01-19,462115.31,176730.54,0,1.0583,13.3,neutral
2024-01-22,461701.72,136349.52,0,-0.0895,13.19,neutral
2024-01-23,462960.58,337290.09,0,0.2727,12.55,neutral
2024-01-24,467560.96,341890.47,0,0.9937,13.14,neutral
2024-01-25,481280.41,331058.95,0,2.9343,13.45,neutral
2024-01-26,486106.73,191777.75,0,1.0028,13.26,neutral
2024-01-29,489386.57,133285.89,0,0.6747,13.6,neutral
2024-01-30,489237.69,106304.79,0,-0.0304,13.31,neutral
2024-01-31,492202.58,140663.63,0,0.606,14.35,neutral
2024-02-01,503287.39,219856.86,0,2.2521,13.88,neutral
2024-02-02,508778.41,264101.99,0,1.091,13.85,neutral
2024-02-05,513010.54,243648.92,0,0.8318,13.67,neutral
2024-02-06,515779.36,142355.4,0,0.5397,13.06,neutral
2024-02-07,518712.41,250486.62,0,0.5687,12.83,neutral
2024-02-08,517662.22,327605.37,0,-0.2025,12.79,neutral
2024-02-09,513699.19,385127.29,0,-0.7656,12.93,neutral
2024-02-12,532864.4,257324.58,0,3.7308,13.93,neutral
2024-02-13,532504.72,213135.6,0,-0.0675,15.85,volatility
2024-02-14,542955.53,129359.72,0,1.9626,14.38,neutral
2024-02-15,550712.62,144559.01,0,1.4287,14.01,neutral
2024-02-16,551069.16,147349.74,0,0.0647,14.24,neutral
2024-02-20,548654.64,157174.0,0,-0.4382,15.42,neutral
2024-02-21,545448.29,114657.16,0,-0.5844,15.34,neutral
2024-02-22,542324.22,98767.66,0,-0.5728,14.54,neutral
2024-02-23,543307.47,64678.5,0,0.1813,13.75,neutral
2024-02-26,548618.4,116659.81,0,0.9775,13.74,neutral
2024-02-27,555924.26,180658.1,0,1.3317,13.43,neutral
2024-02-28,558159.81,188556.82,0,0.4021,13.84,neutral
2024-02-29,569247.72,190563.48,0,1.9865,13.4,neutral
2024-03-01,573038.35,190393.5,0,0.6659,13.11,neutral
2024-03-04,578227.65,217859.6,0,0.9056,13.49,neutral
2024-03-05,569007.44,226030.6,0,-1.5946,14.46,neutral
2024-03-06,580889.41,266872.74,0,2.0882,14.5,neutral
2024-03-07,586269.99,199568.91,0,0.9263,14.44,neutral
2024-03-08,581489.82,210215.74,0,-0.8154,14.74,neutral
2024-03-11,578990.82,179528.81,0,-0.4298,15.22,neutral
2024-03-12,584279.36,214708.12,0,0.9134,13.84,neutral
2024-03-13,589060.79,215838.05,0,0.8183,13.75,neutral
2024-03-14,585340.05,136019.12,0,-0.6316,14.4,neutral
2024-03-15,592110.92,190883.11,0,1.1567,14.41,neutral
2024-03-18,585180.91,336089.3,0,-1.1704,14.33,neutral
2024-03-19,584028.44,333331.31,0,-0.1969,13.82,neutral
2024-03-20,589432.79,178684.85,0,0.9254,13.04,neutral
2024-03-21,591294.98,244834.23,0,0.3159,12.92,neutral
2024-03-22,592659.81,445070.87,0,0.2308,13.06,neutral
2024-03-25,600538.14,273821.15,0,1.3293,13.19,neutral
2024-03-26,599349.23,273627.1,0,-0.198,13.24,neutral
2024-03-27,597298.54,430209.82,0,-0.3422,12.78,neutral
2024-03-28,603229.55,196024.29,0,0.993,13.01,neutral
2024-04-01,605064.73,202540.23,0,0.3042,13.65,neutral
2024-04-02,606009.76,98091.15,0,0.1562,14.61,neutral
2024-04-03,608870.4,100951.8,0,0.472,14.33,neutral
2024-04-04,610304.09,108189.53,0,0.2355,16.35,volatility
2024-04-05,612158.73,218877.27,0,0.3039,16.03,neutral
2024-04-08,609832.13,332902.38,0,-0.3801,15.19,neutral
2024-04-09,609381.59,369910.5,0,-0.0739,14.98,neutral
2024-04-10,604856.38,304810.92,0,-0.7426,15.8,neutral
2024-04-11,608681.88,303370.17,0,0.6325,14.91,neutral
2024-04-12,604261.7,0,0,-0.7262,17.31,volatility
2024-04-15,604261.7,0,0,0.0,19.23,volatility
2024-04-16,604261.7,0,0,0.0,18.4,volatility
2024-04-17,604261.7,0,0,0.0,18.21,volatility
2024-04-18,604261.7,0,0,0.0,18.0,volatility
2024-04-19,604261.7,0,0,0.0,18.71,volatility
2024-04-22,604261.7,0,0,0.0,16.94,neutral
2024-04-23,604261.7,0,0,0.0,15.69,neutral
2024-04-24,604261.7,0,0,0.0,15.97,neutral
2024-04-25,604261.7,0,0,0.0,15.37,neutral
2024-04-26,604261.7,0,0,0.0,15.03,neutral
2024-04-29,604261.7,0,0,0.0,14.67,neutral
2024-04-30,604261.7,0,0,0.0,15.65,neutral
2024-05-01,604261.7,0,0,0.0,15.39,neutral
2024-05-02,604261.7,0,0,0.0,14.68,neutral
2024-05-03,604261.7,0,0,0.0,13.49,neutral
2024-05-06,608447.54,105506.65,0,0.6927,13.49,neutral
2024-05-07,612509.35,273668.74,0,0.6676,13.23,neutral
2024-05-08,613143.55,162947.06,0,0.1035,13.0,flow
2024-05-09,614240.09,345585.89,0,0.1788,12.69,flow
2024-05-10,622367.65,366865.22,0,1.3232,12.55,flow
2024-05-13,634517.36,239847.53,0,1.9522,13.6,neutral
2024-05-14,637082.86,124361.76,0,0.4043,13.42,neutral
2024-05-15,634431.7,344537.02,0,-0.4161,12.45,flow
2024-05-16,577205.57,415737.68,0,-9.0201,12.42,flow
2024-05-17,581613.33,449224.19,0,0.7636,11.99,flow
2024-05-20,578062.62,424788.95,0,-0.6105,12.15,flow
2024-05-21,576517.56,395334.13,0,-0.2673,11.86,flow
2024-05-22,585243.22,389405.07,0,1.5135,12.29,flow
2024-05-23,585259.77,375494.0,0,0.0028,12.77,neutral
2024-05-24,597094.8,364661.47,0,2.0222,11.93,flow
2024-05-28,594117.14,350403.84,0,-0.4987,12.92,neutral
2024-05-29,597042.5,325243.24,0,0.4924,14.28,neutral
2024-05-30,600314.94,239460.83,0,0.5481,14.47,neutral
2024-05-31,598207.88,298810.88,0,-0.351,12.92,neutral
2024-06-03,599406.82,238869.17,0,0.2004,13.11,neutral
2024-06-04,598917.96,374334.05,0,-0.0816,13.16,neutral
2024-06-05,603078.33,449096.48,0,0.6946,12.63,neutral
2024-06-06,600962.7,395697.27,0,-0.3508,12.58,neutral
2024-06-07,582989.83,448192.9,0,-2.9907,12.22,neutral
2024-06-10,578184.82,401647.4,0,-0.8242,12.74,neutral
2024-06-11,583480.74,383458.82,0,0.916,12.85,neutral
2024-06-12,600954.86,365173.96,0,2.9948,12.04,neutral
2024-06-13,598189.93,350466.13,0,-0.4601,11.94,neutral
2024-06-14,593675.29,377468.96,0,-0.7547,12.66,neutral
2024-06-17,597425.27,350783.09,0,0.6317,12.75,neutral
2024-06-18,606180.06,339101.24,0,1.4654,12.3,neutral
2024-06-20,587314.11,203077.56,0,-3.1123,13.28,neutral
2024-06-21,585131.76,189733.02,0,-0.3716,13.2,neutral
2024-06-24,579766.67,204094.48,0,-0.9169,13.33,neutral
2024-06-25,578707.33,299170.81,0,-0.1827,12.84,neutral
2024-06-26,598480.18,349349.74,0,3.4167,12.55,neutral
2024-06-27,595388.0,358841.16,0,-0.5167,12.24,neutral
2024-06-28,587340.68,320615.5,0,-1.3516,12.44,neutral
2024-07-01,588685.61,427959.85,0,0.229,12.22,neutral
2024-07-02,605992.86,430641.09,0,2.94,12.03,neutral
2024-07-03,616310.06,464505.78,0,1.7025,12.09,neutral
2024-07-05,606836.8,406404.96,0,-1.5371,12.48,neutral
2024-07-08,605416.18,369376.81,0,-0.2341,12.37,neutral
2024-07-09,607896.13,368571.92,0,0.4096,12.51,neutral
2024-07-10,612783.56,360676.06,0,0.804,12.85,neutral
2024-07-11,611905.03,359644.98,0,-0.1434,12.92,neutral
2024-07-12,632461.34,369117.09,0,3.3594,12.46,neutral
2024-07-15,620398.52,252780.22,0,-1.9073,13.12,neutral
2024-07-16,625897.84,167404.05,0,0.8864,13.19,neutral
2024-07-17,625214.13,166720.34,0,-0.1092,14.48,neutral
2024-07-18,623397.84,134118.03,0,-0.2905,15.93,volatility
2024-07-19,630622.63,254991.26,0,1.1589,16.52,volatility
2024-07-22,635346.67,189694.05,0,0.7491,14.91,neutral
2024-07-23,644825.91,327055.17,0,1.492,14.72,neutral
2024-07-24,641220.87,0,0,-0.5591,18.04,volatility
2024-07-25,641220.87,0,0,0.0,18.46,volatility
2024-07-26,641220.87,0,0,0.0,16.39,volatility
2024-07-29,641220.87,0,0,0.0,16.6,volatility
2024-07-30,641220.87,0,0,0.0,17.69,volatility
2024-07-31,641220.87,0,0,0.0,16.36,volatility
2024-08-01,641177.59,86564.82,0,-0.0068,18.59,volatility
2024-08-02,636034.22,0,0,-0.8022,23.39,volatility
2024-08-05,636011.32,45794.46,0,-0.0036,38.57,crisis
2024-08-06,628254.59,11505.78,0,-1.2196,27.71,volatility
2024-08-07,628531.78,39550.55,0,0.0441,27.85,volatility
2024-08-08,628148.85,39167.61,0,-0.0609,23.79,volatility
2024-08-09,628334.02,0,0,0.0295,20.37,volatility
2024-08-12,628334.02,0,0,0.0,20.71,volatility
2024-08-13,628334.02,0,0,0.0,18.12,neutral
2024-08-14,628334.02,0,0,0.0,16.19,neutral
2024-08-15,630392.0,137759.96,0,0.3275,15.23,neutral
2024-08-16,637530.97,261426.0,0,1.1325,14.8,flow
2024-08-19,645706.99,276311.01,0,1.2824,14.65,flow
2024-08-20,642585.97,245562.36,0,-0.4833,15.88,neutral
2024-08-21,651342.95,159637.9,0,1.3628,16.27,neutral
2024-08-22,644287.72,96335.7,0,-1.0832,17.55,neutral
2024-08-23,647621.16,140731.64,0,0.5174,15.86,neutral
2024-08-26,623885.86,278028.93,0,-3.665,16.15,neutral
2024-08-27,625207.01,252864.99,0,0.2118,15.43,flow
2024-08-28,609353.19,275864.02,0,-2.5358,17.11,neutral
2024-08-29,611306.16,244493.26,0,0.3205,15.65,flow
2024-08-30,617684.84,175459.1,0,1.0435,15.0,flow
2024-09-03,612087.78,169862.05,0,-0.9061,20.72,neutral
2024-09-04,615537.42,230463.33,0,0.5636,21.32,neutral
2024-09-05,617638.18,206431.99,0,0.3413,19.9,neutral
2024-09-06,616765.61,0,0,-0.1413,22.38,volatility
2024-09-09,616765.61,0,0,0.0,19.45,neutral
2024-09-10,616765.61,0,0,0.0,19.08,neutral
2024-09-11,616765.61,0,0,0.0,17.69,neutral
2024-09-12,622092.04,134264.73,0,0.8636,17.07,neutral
2024-09-13,622415.58,146056.99,0,0.052,16.56,neutral
2024-09-16,624485.51,148126.92,0,0.3326,17.14,neutral
2024-09-17,626643.36,215615.92,0,0.3455,17.61,neutral
2024-09-18,623690.23,193478.07,0,-0.4713,18.23,neutral
2024-09-19,631645.27,224044.57,0,1.2755,16.33,neutral
2024-09-20,621473.91,226338.36,0,-1.6103,16.15,neutral
2024-09-23,620464.35,278102.46,0,-0.1624,15.89,neutral
2024-09-24,627734.57,161955.57,0,1.1717,15.39,neutral
2024-09-25,627521.4,161742.39,0,-0.034,15.41,neutral
2024-09-26,630837.68,96878.77,0,0.5285,15.37,neutral
2024-09-27,635277.98,85673.5,0,0.7039,16.96,neutral
2024-09-30,634920.7,85316.23,0,-0.0562,16.73,neutral
2024-10-01,640013.86,86576.71,0,0.8022,19.26,neutral
2024-10-02,644237.67,100345.15,0,0.66,18.9,neutral
2024-10-03,642141.95,82158.93,0,-0.3253,20.49,volatility
2024-10-04,643891.24,83908.22,0,0.2724,19.21,neutral
2024-10-07,649857.54,165597.94,0,0.9266,22.64,volatility
2024-10-08,643128.77,77798.86,0,-1.0354,21.42,volatility
2024-10-09,644595.35,107481.91,0,0.228,20.86,neutral
2024-10-10,650649.66,164758.71,0,0.9392,20.93,neutral
2024-10-11,652846.43,150218.16,0,0.3376,20.46,neutral
2024-10-14,656810.83,141174.0,0,0.6072,19.7,neutral
2024-10-15,659083.31,242704.05,0,0.346,20.64,neutral
2024-10-16,666580.98,235164.21,0,1.1376,19.58,neutral
2024-10-17,667414.34,203945.53,0,0.125,19.11,neutral
2024-10-18,672528.82,212763.34,0,0.7663,18.03,neutral
2024-10-21,673605.23,333534.61,0,0.1601,18.37,neutral
2024-10-22,680807.29,378917.46,0,1.0692,18.2,neutral
2024-10-23,675221.0,315478.13,0,-0.8205,19.24,neutral
2024-10-24,683683.46,284089.5,0,1.2533,19.08,neutral
2024-10-25,684259.62,328963.5,0,0.0843,20.33,neutral
2024-10-28,684715.13,230976.4,0,0.0666,19.8,neutral
2024-10-29,689205.37,244418.16,0,0.6558,19.34,neutral
2024-10-30,686845.25,223492.72,0,-0.3424,20.35,neutral
2024-10-31,679509.73,0,0,-1.068,23.16,volatility
2024-11-01,679509.73,0,0,0.0,21.88,neutral
2024-11-04,679509.73,0,0,0.0,21.98,neutral
2024-11-05,679509.73,0,0,0.0,20.49,neutral
2024-11-06,686057.47,165047.19,0,0.9636,16.27,flow
2024-11-07,686550.37,207998.68,0,0.0718,15.2,flow
2024-11-08,696339.66,273507.42,0,1.4259,14.94,flow
2024-11-11,717539.51,214073.61,0,3.0445,14.97,flow
2024-11-12,720371.92,114072.0,0,0.3947,14.71,flow
2024-11-13,720114.11,111618.0,0,-0.0358,14.02,flow
2024-11-14,724005.81,190876.04,0,0.5404,14.31,flow
2024-11-15,725115.17,175141.78,0,0.1532,16.14,neutral
2024-11-18,729159.37,198345.8,0,0.5577,15.58,flow
2024-11-19,737452.06,313874.34,0,1.1373,16.35,neutral
2024-11-20,752522.95,220719.49,0,2.0436,17.16,neutral
2024-11-21,733143.11,219731.02,0,-2.5753,16.87,neutral
2024-11-22,744002.81,242280.51,0,1.4813,15.24,flow
2024-11-25,740253.51,143206.54,0,-0.5039,14.6,flow
2024-11-26,742530.69,273159.67,0,0.3076,14.1,flow
2024-11-27,745525.13,462420.45,0,0.4033,14.1,flow
2024-11-29,741379.73,563891.98,0,-0.556,13.51,flow
2024-12-02,751236.93,427062.65,0,1.3296,13.34,flow
2024-12-03,740121.61,240372.94,0,-1.4796,13.3,flow
2024-12-04,757681.14,348925.68,0,2.3725,13.45,flow
2024-12-05,754803.85,285893.74,0,-0.3797,13.54,flow
2024-12-06,751844.39,470644.13,0,-0.3921,12.77,flow
2024-12-09,745796.31,261608.33,0,-0.8044,14.19,neutral
2024-12-10,731419.07,262535.79,0,-1.9278,14.18,neutral
2024-12-11,744626.53,386261.53,0,1.8057,13.58,neutral
2024-12-12,728042.78,275918.64,0,-2.2271,13.92,neutral
2024-12-13,744721.16,398438.79,0,2.2909,13.81,neutral
2024-12-16,750089.6,312644.82,0,0.7209,14.69,neutral
2024-12-17,743098.06,220877.51,0,-0.9321,15.87,neutral
2024-12-18,732299.72,98867.14,0,-1.4532,27.62,volatility
2024-12-19,739616.12,73333.66,0,0.9991,24.09,volatility
2024-12-20,725940.46,0,0,-1.849,18.36,volatility
2024-12-23,725940.46,0,0,0.0,16.78,neutral
2024-12-24,725940.46,0,0,0.0,14.27,neutral
2024-12-26,725679.12,522677.13,0,-0.036,14.73,neutral
2024-12-27,716260.23,0,0,-1.2979,15.95,neutral
2024-12-30,716260.23,0,0,0.0,17.4,neutral
2024-12-31,716260.23,0,0,0.0,17.35,neutral
2025-01-02,716260.23,0,0,0.0,17.93,neutral
2025-01-03,716260.23,0,0,0.0,16.13,neutral
2025-01-06,716260.23,0,0,0.0,16.04,neutral
2025-01-07,716260.23,0,0,0.0,17.82,neutral
2025-01-08,716260.23,0,0,0.0,17.7,neutral
2025-01-10,716260.23,0,0,0.0,19.54,volatility
2025-01-13,716260.23,0,0,0.0,19.19,volatility
2025-01-14,716260.23,0,0,0.0,18.71,neutral
2025-01-15,716260.23,0,0,0.0,16.12,neutral
2025-01-16,716211.88,96695.13,0,-0.0067,16.6,neutral
2025-01-17,718850.19,168756.29,0,0.3684,15.97,neutral
2025-01-21,720147.28,170053.38,0,0.1804,15.06,neutral
2025-01-22,722253.73,171012.3,0,0.2925,15.1,neutral
2025-01-23,725485.14,268623.73,0,0.4474,15.02,neutral
2025-01-24,725427.03,188068.93,0,-0.008,14.85,neutral
2025-01-27,725969.62,159556.19,0,0.0748,17.9,neutral
2025-01-28,732956.41,226397.25,0,0.9624,16.41,neutral
2025-01-29,734650.97,291958.13,0,0.2312,16.56,neutral
2025-01-30,739273.15,123714.39,0,0.6292,15.84,neutral
2025-01-31,736380.7,120821.94,0,-0.3913,16.43,neutral
2025-02-03,738150.81,128646.13,0,0.2404,18.62,neutral
2025-02-04,745955.33,137932.48,0,1.0573,17.21,neutral
2025-02-05,751732.12,224285.88,0,0.7744,15.77,neutral
2025-02-06,750141.96,218951.2,0,-0.2115,15.5,neutral
2025-02-07,743088.15,169298.22,0,-0.9403,16.54,neutral
2025-02-10,752228.96,230996.81,0,1.2301,15.81,neutral
2025-02-11,754650.17,163008.48,0,0.3219,16.02,neutral
2025-02-12,760664.33,203235.45,0,0.7969,15.89,neutral
2025-02-13,795979.03,211139.87,0,4.6426,15.1,neutral
2025-02-14,814687.38,249915.0,0,2.3504,14.77,neutral
2025-02-18,808922.43,253317.0,0,-0.7076,15.35,neutral
2025-02-19,802158.68,54261.44,0,-0.8361,15.27,neutral
2025-02-20,808263.79,207195.0,0,0.7611,15.66,neutral
2025-02-21,799264.48,195910.43,0,-1.1134,18.21,neutral
2025-02-24,792614.89,0,0,-0.832,18.98,volatility
2025-02-25,792614.89,0,0,0.0,19.43,volatility
2025-02-26,792614.89,0,0,0.0,19.1,volatility
2025-02-27,792614.89,0,0,0.0,21.13,volatility
2025-02-28,792614.89,0,0,0.0,19.63,volatility
2025-03-03,792614.89,0,0,0.0,22.78,volatility
2025-03-04,792614.89,0,0,0.0,23.51,volatility
2025-03-05,792614.89,0,0,0.0,21.93,volatility
2025-03-06,792614.89,0,0,0.0,24.87,volatility
2025-03-07,792614.89,0,0,0.0,23.37,volatility
2025-03-10,792614.89,0,0,0.0,27.86,volatility
2025-03-11,792614.89,0,0,0.0,26.92,volatility
2025-03-12,792614.89,0,0,0.0,24.23,volatility
2025-03-13,792614.89,0,0,0.0,24.66,volatility
2025-03-14,792614.89,0,0,0.0,21.77,neutral
2025-03-17,792614.89,0,0,0.0,20.51,neutral
2025-03-18,792614.89,0,0,0.0,21.7,neutral
2025-03-19,792614.89,0,0,0.0,19.9,neutral
2025-03-20,792614.89,0,0,0.0,19.8,neutral
2025-03-21,792614.89,0,0,0.0,19.28,neutral
2025-03-24,792614.89,0,0,0.0,17.48,neutral
2025-03-25,792614.89,0,0,0.0,17.15,neutral
2025-03-26,792614.89,0,0,0.0,18.33,neutral
2025-03-27,792614.89,0,0,0.0,18.69,neutral
2025-03-28,792614.89,0,0,0.0,21.65,neutral
2025-03-31,792614.89,0,0,0.0,22.28,neutral
2025-04-01,792614.89,0,0,0.0,21.77,neutral
2025-04-02,792614.89,0,0,0.0,21.51,neutral
2025-04-03,792614.89,0,0,0.0,30.02,volatility
2025-04-04,792586.35,57068.27,0,-0.0036,45.31,crisis
2025-04-07,792416.22,70144.09,0,-0.0215,46.98,crisis
2025-04-08,797128.35,69611.72,0,0.5947,52.33,crisis
2025-04-09,788476.48,27966.02,0,-1.0854,33.62,volatility
2025-04-10,789087.58,42273.16,0,0.0775,40.72,crisis
2025-04-11,789054.95,41256.29,0,-0.0041,37.56,crisis
2025-04-14,787697.72,14235.79,0,-0.172,30.89,volatility
2025-04-15,787563.17,0,0,-0.0171,30.12,neutral
2025-04-16,787563.17,0,0,0.0,32.64,volatility
2025-04-17,787563.17,0,0,0.0,29.65,neutral
2025-04-21,787563.17,0,0,0.0,33.82,volatility
2025-04-22,787563.17,0,0,0.0,30.57,neutral
2025-04-23,787563.17,0,0,0.0,28.45,neutral
2025-04-24,787545.45,35440.34,0,-0.0022,26.47,neutral
2025-04-25,787662.68,306450.79,0,0.0149,24.84,neutral
2025-04-28,788646.72,110413.2,0,0.1249,25.15,neutral
2025-04-29,791045.69,137744.82,0,0.3042,24.17,neutral
2025-04-30,791038.08,215659.93,0,-0.001,24.7,neutral
2025-05-01,798431.45,232622.52,0,0.9346,24.6,neutral
2025-05-02,806624.44,226418.41,0,1.0261,22.68,flow
2025-05-05,806979.92,201405.55,0,0.0441,23.64,flow
2025-05-06,807161.3,150903.06,0,0.0225,24.76,neutral
2025-05-07,813461.53,184723.51,0,0.7805,23.55,flow
2025-05-08,816870.93,192192.99,0,0.4191,22.48,flow
2025-05-09,817621.03,83321.47,0,0.0918,21.9,flow
2025-05-12,822512.96,99305.92,0,0.5983,18.39,flow
2025-05-13,828139.93,167645.96,0,0.6841,18.22,flow
2025-05-14,832425.14,138571.8,0,0.5175,18.62,flow
2025-05-15,828965.06,214381.15,0,-0.4157,17.83,flow
2025-05-16,839578.59,224994.69,0,1.2803,17.24,flow
2025-05-19,839800.85,388868.78,0,0.0265,18.14,flow
2025-05-20,849221.15,361550.77,0,1.1217,18.09,flow
2025-05-21,830786.31,241072.96,0,-2.1708,20.87,flow
2025-05-22,836022.89,101955.0,0,0.6303,20.28,flow
2025-05-23,834664.25,208386.66,0,-0.1625,22.29,neutral
2025-05-27,839916.76,181366.96,0,0.6293,18.96,flow
2025-05-28,831536.73,343431.93,0,-0.9977,19.31,flow
2025-05-29,840413.68,307337.08,0,1.0675,19.18,flow
2025-05-30,847211.78,340124.79,0,0.8089,18.57,flow
2025-06-02,859353.31,159540.69,0,1.4331,18.36,flow
